day,hour,day_type,speed_kmh,payload_kg,energy_kwh,timestamp,dow,is_weekend,distance_km,efficiency_kwh_100km,driving_regime
27,19,weekend,67.23,232.0,14.053,2026-02-01 19:00:00,6,1,67.23,20.9,motorway
27,20,weekend,77.2,204.4,16.983,2026-02-01 20:00:00,6,1,77.2,22.0,motorway
27,21,weekend,83.18,112.3,17.698,2026-02-01 21:00:00,6,1,83.18,21.28,motorway
27,22,weekend,83.8,100.3,17.535,2026-02-01 22:00:00,6,1,83.8,20.92,motorway
27,23,weekend,0.0,0.0,0.654,2026-02-01 23:00:00,6,1,0.0,,parked
28,0,weekday,0.0,0.0,0.524,2026-02-02 00:00:00,0,0,0.0,,parked
28,1,weekday,0.0,0.0,0.491,2026-02-02 01:00:00,0,0,0.0,,parked
28,2,weekday,0.0,0.0,0.57,2026-02-02 02:00:00,0,0,0.0,,parked
28,3,weekday,0.0,0.0,0.599,2026-02-02 03:00:00,0,0,0.0,,parked
28,4,weekday,0.0,0.0,0.77,2026-02-02 04:00:00,0,0,0.0,,parked
28,5,weekday,83.38,1200.0,21.895,2026-02-02 05:00:00,0,0,83.38,26.26,motorway
28,6,weekday,75.68,1200.0,13.724,2026-02-02 06:00:00,0,0,75.68,18.13,motorway
28,7,weekday,56.04,1200.0,9.032,2026-02-02 07:00:00,0,0,56.04,16.12,suburban
28,8,weekday,37.16,1200.0,5.73,2026-02-02 08:00:00,0,0,37.16,15.42,suburban
28,9,weekday,38.19,1193.0,7.306,2026-02-02 09:00:00,0,0,38.19,19.13,suburban
28,10,weekday,56.61,1142.2,10.517,2026-02-02 10:00:00,0,0,56.61,18.58,suburban
28,11,weekday,77.01,1090.5,19.181,2026-02-02 11:00:00,0,0,77.01,24.91,motorway
28,12,weekday,86.16,974.6,28.641,2026-02-02 12:00:00,0,0,86.16,33.24,motorway
28,13,weekday,90.32,910.1,33.611,2026-02-02 13:00:00,0,0,90.32,37.21,motorway
28,14,weekday,84.12,830.4,31.498,2026-02-02 14:00:00,0,0,84.12,37.44,motorway
28,15,weekday,71.8,756.5,24.279,2026-02-02 15:00:00,0,0,71.8,33.81,motorway
28,16,weekday,54.73,651.4,12.833,2026-02-02 16:00:00,0,0,54.73,23.45,suburban
28,17,weekday,34.61,608.6,5.934,2026-02-02 17:00:00,0,0,34.61,17.15,suburban
28,18,weekday,26.84,526.5,5.92,2026-02-02 18:00:00,0,0,26.84,22.06,urban
28,19,weekday,36.6,449.6,6.526,2026-02-02 19:00:00,0,0,36.6,17.83,suburban
28,20,weekday,56.51,364.2,13.611,2026-02-02 20:00:00,0,0,56.51,24.09,suburban
28,21,weekday,73.36,321.1,17.81,2026-02-02 21:00:00,0,0,73.36,24.28,motorway
28,22,weekday,81.6,233.8,28.693,2026-02-02 22:00:00,0,0,81.6,35.16,motorway
28,23,weekday,0.0,0.0,0.619,2026-02-02 23:00:00,0,0,0.0,,parked
29,0,weekday,0.0,0.0,0.555,2026-02-03 00:00:00,1,0,0.0,,parked
29,1,weekday,0.0,0.0,0.534,2026-02-03 01:00:00,1,0,0.0,,parked
29,2,weekday,0.0,0.0,0.551,2026-02-03 02:00:00,1,0,0.0,,parked
29,3,weekday,0.0,0.0,0.736,2026-02-03 03:00:00,1,0,0.0,,parked
29,4,weekday,0.0,0.0,0.564,2026-02-03 04:00:00,1,0,0.0,,parked
29,5,weekday,87.39,1200.0,39.993,2026-02-03 05:00:00,1,0,87.39,45.76,motorway
29,6,weekday,77.36,1200.0,34.657,2026-02-03 06:00:00,1,0,77.36,44.8,motorway
29,7,weekday,56.99,1200.0,19.069,2026-02-03 07:00:00,1,0,56.99,33.46,suburban
29,8,weekday,38.02,1200.0,10.065,2026-02-03 08:00:00,1,0,38.02,26.47,suburban
29,9,weekday,34.58,1188.2,9.117,2026-02-03 09:00:00,1,0,34.58,26.36,suburban
29,10,weekday,53.89,1109.4,18.072,2026-02-03 10:00:00,1,0,53.89,33.53,suburban
29,11,weekday,73.9,1077.3,28.589,2026-02-03 11:00:00,1,0,73.9,38.69,motorway
29,12,weekday,84.75,986.8,33.483,2026-02-03 12:00:00,1,0,84.75,39.51,motorway
29,13,weekday,87.23,895.8,40.842,2026-02-03 13:00:00,1,0,87.23,46.82,motorway
29,14,weekday,84.46,799.4,30.814,2026-02-03 14:00:00,1,0,84.46,36.48,motorway
29,15,weekday,73.98,752.1,28.181,2026-02-03 15:00:00,1,0,73.98,38.09,motorway
29,16,weekday,56.82,667.3,14.63,2026-02-03 16:00:00,1,0,56.82,25.75,suburban
29,17,weekday,39.61,559.3,8.326,2026-02-03 17:00:00,1,0,39.61,21.02,suburban
29,18,weekday,27.84,511.0,4.335,2026-02-03 18:00:00,1,0,27.84,15.57,urban
29,19,weekday,36.01,403.5,6.5,2026-02-03 19:00:00,1,0,36.01,18.05,suburban
29,20,weekday,57.87,378.4,14.939,2026-02-03 20:00:00,1,0,57.87,25.81,suburban
29,21,weekday,75.56,319.7,25.802,2026-02-03 21:00:00,1,0,75.56,34.15,motorway
29,22,weekday,83.58,186.5,34.851,2026-02-03 22:00:00,1,0,83.58,41.7,motorway
29,23,weekday,0.0,0.0,0.656,2026-02-03 23:00:00,1,0,0.0,,parked
30,0,weekday,0.0,0.0,0.572,2026-02-04 00:00:00,2,0,0.0,,parked
30,1,weekday,0.0,0.0,0.522,2026-02-04 01:00:00,2,0,0.0,,parked
30,2,weekday,0.0,0.0,0.651,2026-02-04 02:00:00,2,0,0.0,,parked
30,3,weekday,0.0,0.0,0.674,2026-02-04 03:00:00,2,0,0.0,,parked
30,4,weekday,0.0,0.0,0.703,2026-02-04 04:00:00,2,0,0.0,,parked
30,5,weekday,87.03,1200.0,42.448,2026-02-04 05:00:00,2,0,87.03,48.77,motorway
30,6,weekday,77.57,1181.7,35.292,2026-02-04 06:00:00,2,0,77.57,45.5,motorway
30,7,weekday,57.53,1103.1,15.97,2026-02-04 07:00:00,2,0,57.53,27.76,suburban
30,8,weekday,35.89,1034.0,9.572,2026-02-04 08:00:00,2,0,35.89,26.67,suburban
30,9,weekday,37.58,1007.4,8.756,2026-02-04 09:00:00,2,0,37.58,23.3,suburban
30,10,weekday,55.11,926.2,16.253,2026-02-04 10:00:00,2,0,55.11,29.49,suburban
30,11,weekday,74.6,849.7,32.085,2026-02-04 11:00:00,2,0,74.6,43.01,motorway
30,12,weekday,84.72,782.8,33.793,2026-02-04 12:00:00,2,0,84.72,39.89,motorway
30,13,weekday,87.81,741.5,42.645,2026-02-04 13:00:00,2,0,87.81,48.57,motorway
30,14,weekday,81.87,724.5,30.112,2026-02-04 14:00:00,2,0,81.87,36.78,motorway
30,15,weekday,72.81,657.8,24.241,2026-02-04 15:00:00,2,0,72.81,33.29,motorway
30,16,weekday,55.57,569.5,10.976,2026-02-04 16:00:00,2,0,55.57,19.75,suburban
30,17,weekday,36.59,527.4,7.016,2026-02-04 17:00:00,2,0,36.59,19.17,suburban
30,18,weekday,27.68,454.8,5.057,2026-02-04 18:00:00,2,0,27.68,18.27,urban
30,19,weekday,36.45,359.0,5.927,2026-02-04 19:00:00,2,0,36.45,16.26,suburban
30,20,weekday,55.4,348.2,13.533,2026-02-04 20:00:00,2,0,55.4,24.43,suburban
30,21,weekday,76.63,231.1,22.671,2026-02-04 21:00:00,2,0,76.63,29.59,motorway
30,22,weekday,81.68,188.8,31.71,2026-02-04 22:00:00,2,0,81.68,38.82,motorway
30,23,weekday,0.0,0.0,0.577,2026-02-04 23:00:00,2,0,0.0,,parked
31,0,weekday,0.0,0.0,0.524,2026-02-05 00:00:00,3,0,0.0,,parked
31,1,weekday,0.0,0.0,0.501,2026-02-05 01:00:00,3,0,0.0,,parked
31,2,weekday,0.0,0.0,0.592,2026-02-05 02:00:00,3,0,0.0,,parked
31,3,weekday,0.0,0.0,0.612,2026-02-05 03:00:00,3,0,0.0,,parked
31,4,weekday,0.0,0.0,0.648,2026-02-05 04:00:00,3,0,0.0,,parked
31,5,weekday,87.69,1200.0,38.612,2026-02-05 05:00:00,3,0,87.69,44.03,motorway
31,6,weekday,77.18,1200.0,28.578,2026-02-05 06:00:00,3,0,77.18,37.03,motorway
31,7,weekday,57.14,1200.0,12.66,2026-02-05 07:00:00,3,0,57.14,22.16,suburban
31,8,weekday,34.42,1118.8,7.07,2026-02-05 08:00:00,3,0,34.42,20.54,suburban
31,9,weekday,35.1,1106.6,5.148,2026-02-05 09:00:00,3,0,35.1,14.67,suburban
31,10,weekday,54.91,1012.1,10.11,2026-02-05 10:00:00,3,0,54.91,18.41,suburban
31,11,weekday,78.03,955.7,25.949,2026-02-05 11:00:00,3,0,78.03,33.26,motorway
31,12,weekday,84.01,895.4,28.864,2026-02-05 12:00:00,3,0,84.01,34.36,motorway
31,13,weekday,88.19,814.9,37.503,2026-02-05 13:00:00,3,0,88.19,42.53,motorway
31,14,weekday,78.6,749.2,29.601,2026-02-05 14:00:00,3,0,78.6,37.66,motorway
31,15,weekday,74.1,674.1,23.124,2026-02-05 15:00:00,3,0,74.1,31.21,motorway
31,16,weekday,55.74,610.3,14.292,2026-02-05 16:00:00,3,0,55.74,25.64,suburban
31,17,weekday,34.95,544.0,8.108,2026-02-05 17:00:00,3,0,34.95,23.2,suburban
31,18,weekday,28.27,461.2,5.441,2026-02-05 18:00:00,3,0,28.27,19.25,urban
31,19,weekday,36.33,442.2,5.212,2026-02-05 19:00:00,3,0,36.33,14.35,suburban
31,20,weekday,53.68,372.3,9.074,2026-02-05 20:00:00,3,0,53.68,16.9,suburban
31,21,weekday,72.43,251.3,17.266,2026-02-05 21:00:00,3,0,72.43,23.84,motorway
31,22,weekday,85.01,185.6,35.122,2026-02-05 22:00:00,3,0,85.01,41.32,motorway
31,23,weekday,0.0,0.0,0.536,2026-02-05 23:00:00,3,0,0.0,,parked
32,0,weekday,0.0,0.0,0.535,2026-02-06 00:00:00,4,0,0.0,,parked
32,1,weekday,0.0,0.0,0.599,2026-02-06 01:00:00,4,0,0.0,,parked
32,2,weekday,0.0,0.0,0.568,2026-02-06 02:00:00,4,0,0.0,,parked
32,3,weekday,0.0,0.0,0.631,2026-02-06 03:00:00,4,0,0.0,,parked
32,4,weekday,0.0,0.0,0.619,2026-02-06 04:00:00,4,0,0.0,,parked
32,5,weekday,86.04,1200.0,40.429,2026-02-06 05:00:00,4,0,86.04,46.99,motorway
32,6,weekday,74.2,1200.0,27.182,2026-02-06 06:00:00,4,0,74.2,36.63,motorway
32,7,weekday,55.42,1200.0,15.919,2026-02-06 07:00:00,4,0,55.42,28.72,suburban
32,8,weekday,36.61,1200.0,8.605,2026-02-06 08:00:00,4,0,36.61,23.5,suburban
32,9,weekday,35.21,1200.0,9.204,2026-02-06 09:00:00,4,0,35.21,26.14,suburban
32,10,weekday,55.76,1200.0,14.504,2026-02-06 10:00:00,4,0,55.76,26.01,suburban
32,11,weekday,75.61,1122.9,33.91,2026-02-06 11:00:00,4,0,75.61,44.85,motorway
32,12,weekday,85.45,1033.6,39.728,2026-02-06 12:00:00,4,0,85.45,46.49,motorway
32,13,weekday,85.74,983.5,36.3,2026-02-06 13:00:00,4,0,85.74,42.34,motorway
32,14,weekday,82.12,896.4,31.725,2026-02-06 14:00:00,4,0,82.12,38.63,motorway
32,15,weekday,72.65,806.4,23.086,2026-02-06 15:00:00,4,0,72.65,31.78,motorway
32,16,weekday,57.09,732.9,13.493,2026-02-06 16:00:00,4,0,57.09,23.63,suburban
32,17,weekday,36.74,670.4,5.725,2026-02-06 17:00:00,4,0,36.74,15.58,suburban
32,18,weekday,25.94,543.7,5.242,2026-02-06 18:00:00,4,0,25.94,20.21,urban
32,19,weekday,35.78,477.1,5.923,2026-02-06 19:00:00,4,0,35.78,16.55,suburban
32,20,weekday,56.81,412.5,11.631,2026-02-06 20:00:00,4,0,56.81,20.47,suburban
32,21,weekday,73.49,331.5,14.34,2026-02-06 21:00:00,4,0,73.49,19.51,motorway
32,22,weekday,82.75,275.3,25.643,2026-02-06 22:00:00,4,0,82.75,30.99,motorway
32,23,weekday,0.0,0.0,0.749,2026-02-06 23:00:00,4,0,0.0,,parked
33,0,weekend,0.0,0.0,0.599,2026-02-07 00:00:00,5,1,0.0,,parked
33,1,weekend,0.0,0.0,0.588,2026-02-07 01:00:00,5,1,0.0,,parked
33,2,weekend,0.0,0.0,0.613,2026-02-07 02:00:00,5,1,0.0,,parked
33,3,weekend,0.0,0.0,0.685,2026-02-07 03:00:00,5,1,0.0,,parked
33,4,weekend,0.0,0.0,0.675,2026-02-07 04:00:00,5,1,0.0,,parked
33,5,weekend,87.06,505.5,32.964,2026-02-07 05:00:00,5,1,87.06,37.86,motorway
33,6,weekend,83.05,453.9,29.47,2026-02-07 06:00:00,5,1,83.05,35.48,motorway
33,7,weekend,79.79,470.4,31.525,2026-02-07 07:00:00,5,1,79.79,39.51,motorway
33,8,weekend,73.34,448.7,23.733,2026-02-07 08:00:00,5,1,73.34,32.36,motorway
33,9,weekend,67.89,374.9,17.664,2026-02-07 09:00:00,5,1,67.89,26.02,motorway
33,10,weekend,61.81,429.3,15.952,2026-02-07 10:00:00,5,1,61.81,25.81,motorway
33,11,weekend,60.3,374.2,14.454,2026-02-07 11:00:00,5,1,60.3,23.97,motorway
33,12,weekend,55.23,305.5,11.792,2026-02-07 12:00:00,5,1,55.23,21.35,suburban
33,13,weekend,57.09,249.7,10.034,2026-02-07 13:00:00,5,1,57.09,17.58,suburban
33,14,weekend,53.63,277.9,10.254,2026-02-07 14:00:00,5,1,53.63,19.12,suburban
33,15,weekend,53.2,268.2,11.313,2026-02-07 15:00:00,5,1,53.2,21.27,suburban
33,16,weekend,51.41,223.7,10.623,2026-02-07 16:00:00,5,1,51.41,20.66,suburban
33,17,weekend,51.69,204.8,10.587,2026-02-07 17:00:00,5,1,51.69,20.48,suburban
33,18,weekend,58.35,147.6,13.323,2026-02-07 18:00:00,5,1,58.35,22.83,suburban
33,19,weekend,66.71,163.4,15.845,2026-02-07 19:00:00,5,1,66.71,23.75,motorway
33,20,weekend,77.73,112.0,19.225,2026-02-07 20:00:00,5,1,77.73,24.73,motorway
33,21,weekend,83.84,98.6,22.547,2026-02-07 21:00:00,5,1,83.84,26.89,motorway
33,22,weekend,84.81,111.4,28.158,2026-02-07 22:00:00,5,1,84.81,33.2,motorway
33,23,weekend,0.0,0.0,0.642,2026-02-07 23:00:00,5,1,0.0,,parked
34,0,weekend,0.0,0.0,0.637,2026-02-08 00:00:00,6,1,0.0,,parked
34,1,weekend,0.0,0.0,0.606,2026-02-08 01:00:00,6,1,0.0,,parked
34,2,weekend,0.0,0.0,0.597,2026-02-08 02:00:00,6,1,0.0,,parked
34,3,weekend,0.0,0.0,0.593,2026-02-08 03:00:00,6,1,0.0,,parked
34,4,weekend,0.0,0.0,0.733,2026-02-08 04:00:00,6,1,0.0,,parked
34,5,weekend,86.6,992.4,29.848,2026-02-08 05:00:00,6,1,86.6,34.47,motorway
34,6,weekend,85.21,992.0,30.472,2026-02-08 06:00:00,6,1,85.21,35.76,motorway
34,7,weekend,75.92,882.1,23.162,2026-02-08 07:00:00,6,1,75.92,30.51,motorway
34,8,weekend,73.45,899.3,21.687,2026-02-08 08:00:00,6,1,73.45,29.53,motorway
34,9,weekend,67.96,812.8,17.931,2026-02-08 09:00:00,6,1,67.96,26.38,motorway
34,10,weekend,63.62,779.0,20.449,2026-02-08 10:00:00,6,1,63.62,32.14,motorway
34,11,weekend,60.67,707.7,11.933,2026-02-08 11:00:00,6,1,60.67,19.67,motorway
34,12,weekend,56.46,673.2,10.639,2026-02-08 12:00:00,6,1,56.46,18.84,suburban
34,13,weekend,59.85,586.2,12.779,2026-02-08 13:00:00,6,1,59.85,21.35,suburban
34,14,weekend,53.77,561.2,10.008,2026-02-08 14:00:00,6,1,53.77,18.61,suburban
34,15,weekend,51.05,550.3,12.243,2026-02-08 15:00:00,6,1,51.05,23.98,suburban
34,16,weekend,50.56,458.1,12.139,2026-02-08 16:00:00,6,1,50.56,24.01,suburban
34,17,weekend,53.39,392.1,13.353,2026-02-08 17:00:00,6,1,53.39,25.01,suburban
34,18,weekend,62.79,355.0,18.731,2026-02-08 18:00:00,6,1,62.79,29.83,motorway
34,19,weekend,68.4,279.4,18.321,2026-02-08 19:00:00,6,1,68.4,26.79,motorway
34,20,weekend,78.57,259.3,28.858,2026-02-08 20:00:00,6,1,78.57,36.73,motorway
34,21,weekend,84.56,202.7,38.27,2026-02-08 21:00:00,6,1,84.56,45.26,motorway
34,22,weekend,84.39,128.7,35.17,2026-02-08 22:00:00,6,1,84.39,41.68,motorway
34,23,weekend,0.0,0.0,0.608,2026-02-08 23:00:00,6,1,0.0,,parked
35,0,weekday,0.0,0.0,0.487,2026-02-09 00:00:00,0,0,0.0,,parked
35,1,weekday,0.0,0.0,0.544,2026-02-09 01:00:00,0,0,0.0,,parked
35,2,weekday,0.0,0.0,0.636,2026-02-09 02:00:00,0,0,0.0,,parked
35,3,weekday,0.0,0.0,0.663,2026-02-09 03:00:00,0,0,0.0,,parked
35,4,weekday,0.0,0.0,0.665,2026-02-09 04:00:00,0,0,0.0,,parked
35,5,weekday,85.72,1200.0,35.801,2026-02-09 05:00:00,0,0,85.72,41.77,motorway
35,6,weekday,78.22,1200.0,23.825,2026-02-09 06:00:00,0,0,78.22,30.46,motorway
35,7,weekday,58.71,1200.0,13.578,2026-02-09 07:00:00,0,0,58.71,23.13,suburban
35,8,weekday,35.48,1200.0,6.158,2026-02-09 08:00:00,0,0,35.48,17.36,suburban
35,9,weekday,35.87,1142.9,6.847,2026-02-09 09:00:00,0,0,35.87,19.09,suburban
35,10,weekday,56.99,1095.1,12.187,2026-02-09 10:00:00,0,0,56.99,21.38,suburban
35,11,weekday,76.46,985.0,21.975,2026-02-09 11:00:00,0,0,76.46,28.74,motorway
35,12,weekday,85.13,912.4,31.742,2026-02-09 12:00:00,0,0,85.13,37.29,motorway
35,13,weekday,85.85,868.3,35.658,2026-02-09 13:00:00,0,0,85.85,41.54,motorway
35,14,weekday,85.03,807.0,33.285,2026-02-09 14:00:00,0,0,85.03,39.15,motorway
35,15,weekday,72.92,706.5,20.868,2026-02-09 15:00:00,0,0,72.92,28.62,motorway
35,16,weekday,54.92,630.5,12.376,2026-02-09 16:00:00,0,0,54.92,22.53,suburban
35,17,weekday,36.88,621.9,7.807,2026-02-09 17:00:00,0,0,36.88,21.17,suburban
35,18,weekday,28.01,506.0,6.349,2026-02-09 18:00:00,0,0,28.01,22.67,urban
35,19,weekday,35.31,446.5,7.801,2026-02-09 19:00:00,0,0,35.31,22.09,suburban
35,20,weekday,56.79,383.1,12.545,2026-02-09 20:00:00,0,0,56.79,22.09,suburban
35,21,weekday,70.45,261.0,21.816,2026-02-09 21:00:00,0,0,70.45,30.97,motorway
35,22,weekday,81.26,219.2,25.001,2026-02-09 22:00:00,0,0,81.26,30.77,motorway
35,23,weekday,0.0,0.0,0.661,2026-02-09 23:00:00,0,0,0.0,,parked
36,0,weekday,0.0,0.0,0.599,2026-02-10 00:00:00,1,0,0.0,,parked
36,1,weekday,0.0,0.0,0.535,2026-02-10 01:00:00,1,0,0.0,,parked
36,2,weekday,0.0,0.0,0.55,2026-02-10 02:00:00,1,0,0.0,,parked
36,3,weekday,0.0,0.0,0.569,2026-02-10 03:00:00,1,0,0.0,,parked
36,4,weekday,0.0,0.0,0.648,2026-02-10 04:00:00,1,0,0.0,,parked
36,5,weekday,86.43,875.5,45.123,2026-02-10 05:00:00,1,0,86.43,52.21,motorway
36,6,weekday,78.21,849.6,37.237,2026-02-10 06:00:00,1,0,78.21,47.61,motorway
36,7,weekday,56.65,780.3,17.845,2026-02-10 07:00:00,1,0,56.65,31.5,suburban
36,8,weekday,37.28,793.7,9.982,2026-02-10 08:00:00,1,0,37.28,26.78,suburban
36,9,weekday,36.58,703.3,8.595,2026-02-10 09:00:00,1,0,36.58,23.5,suburban
36,10,weekday,54.58,678.5,14.656,2026-02-10 10:00:00,1,0,54.58,26.85,suburban
36,11,weekday,77.42,631.9,30.953,2026-02-10 11:00:00,1,0,77.42,39.98,motorway
36,12,weekday,85.93,567.7,36.904,2026-02-10 12:00:00,1,0,85.93,42.95,motorway
36,13,weekday,85.41,538.5,34.713,2026-02-10 13:00:00,1,0,85.41,40.64,motorway
36,14,weekday,81.21,518.0,32.686,2026-02-10 14:00:00,1,0,81.21,40.25,motorway
36,15,weekday,76.0,444.1,33.22,2026-02-10 15:00:00,1,0,76.0,43.71,motorway
36,16,weekday,56.02,395.2,14.277,2026-02-10 16:00:00,1,0,56.02,25.49,suburban
36,17,weekday,36.41,393.9,7.574,2026-02-10 17:00:00,1,0,36.41,20.8,suburban
36,18,weekday,26.64,321.9,5.852,2026-02-10 18:00:00,1,0,26.64,21.97,urban
36,19,weekday,35.42,322.2,6.252,2026-02-10 19:00:00,1,0,35.42,17.65,suburban
36,20,weekday,54.59,222.9,11.036,2026-02-10 20:00:00,1,0,54.59,20.22,suburban
36,21,weekday,74.05,166.3,21.658,2026-02-10 21:00:00,1,0,74.05,29.25,motorway
36,22,weekday,81.99,116.0,21.916,2026-02-10 22:00:00,1,0,81.99,26.73,motorway
36,23,weekday,0.0,0.0,0.659,2026-02-10 23:00:00,1,0,0.0,,parked
37,0,weekday,0.0,0.0,0.477,2026-02-11 00:00:00,2,0,0.0,,parked
37,1,weekday,0.0,0.0,0.573,2026-02-11 01:00:00,2,0,0.0,,parked
37,2,weekday,0.0,0.0,0.604,2026-02-11 02:00:00,2,0,0.0,,parked
37,3,weekday,0.0,0.0,0.551,2026-02-11 03:00:00,2,0,0.0,,parked
37,4,weekday,0.0,0.0,0.715,2026-02-11 04:00:00,2,0,0.0,,parked
37,5,weekday,83.49,1193.6,31.672,2026-02-11 05:00:00,2,0,83.49,37.94,motorway
37,6,weekday,74.59,1124.1,23.56,2026-02-11 06:00:00,2,0,74.59,31.59,motorway
37,7,weekday,54.69,1089.6,15.363,2026-02-11 07:00:00,2,0,54.69,28.09,suburban
37,8,weekday,35.15,1051.7,6.264,2026-02-11 08:00:00,2,0,35.15,17.82,suburban
37,9,weekday,37.2,964.4,7.275,2026-02-11 09:00:00,2,0,37.2,19.56,suburban
37,10,weekday,55.94,919.5,13.707,2026-02-11 10:00:00,2,0,55.94,24.5,suburban
37,11,weekday,75.78,850.1,26.552,2026-02-11 11:00:00,2,0,75.78,35.04,motorway
37,12,weekday,83.77,808.9,36.115,2026-02-11 12:00:00,2,0,83.77,43.11,motorway
37,13,weekday,88.23,772.6,36.272,2026-02-11 13:00:00,2,0,88.23,41.11,motorway
37,14,weekday,83.02,634.0,28.516,2026-02-11 14:00:00,2,0,83.02,34.35,motorway
37,15,weekday,72.15,588.3,24.447,2026-02-11 15:00:00,2,0,72.15,33.88,motorway
37,16,weekday,53.46,537.0,15.828,2026-02-11 16:00:00,2,0,53.46,29.61,suburban
37,17,weekday,37.88,475.6,7.542,2026-02-11 17:00:00,2,0,37.88,19.91,suburban
37,18,weekday,29.11,442.8,6.103,2026-02-11 18:00:00,2,0,29.11,20.97,urban
37,19,weekday,35.3,369.2,7.473,2026-02-11 19:00:00,2,0,35.3,21.17,suburban
37,20,weekday,56.14,286.4,13.441,2026-02-11 20:00:00,2,0,56.14,23.94,suburban
37,21,weekday,73.32,265.6,26.504,2026-02-11 21:00:00,2,0,73.32,36.15,motorway
37,22,weekday,84.37,174.6,31.207,2026-02-11 22:00:00,2,0,84.37,36.99,motorway
37,23,weekday,0.0,0.0,0.707,2026-02-11 23:00:00,2,0,0.0,,parked
38,0,weekday,0.0,0.0,0.507,2026-02-12 00:00:00,3,0,0.0,,parked
38,1,weekday,0.0,0.0,0.638,2026-02-12 01:00:00,3,0,0.0,,parked
38,2,weekday,0.0,0.0,0.605,2026-02-12 02:00:00,3,0,0.0,,parked
38,3,weekday,0.0,0.0,0.624,2026-02-12 03:00:00,3,0,0.0,,parked
38,4,weekday,0.0,0.0,0.639,2026-02-12 04:00:00,3,0,0.0,,parked
38,5,weekday,85.05,1083.1,29.725,2026-02-12 05:00:00,3,0,85.05,34.95,motorway
38,6,weekday,74.93,1051.5,15.927,2026-02-12 06:00:00,3,0,74.93,21.26,motorway
38,7,weekday,55.86,1012.8,11.497,2026-02-12 07:00:00,3,0,55.86,20.58,suburban
38,8,weekday,37.42,908.8,6.429,2026-02-12 08:00:00,3,0,37.42,17.18,suburban
38,9,weekday,37.07,861.2,4.916,2026-02-12 09:00:00,3,0,37.07,13.26,suburban
38,10,weekday,56.87,805.1,11.325,2026-02-12 10:00:00,3,0,56.87,19.91,suburban
38,11,weekday,77.53,769.5,19.782,2026-02-12 11:00:00,3,0,77.53,25.52,motorway
38,12,weekday,85.53,717.3,29.306,2026-02-12 12:00:00,3,0,85.53,34.26,motorway
38,13,weekday,87.88,713.7,33.274,2026-02-12 13:00:00,3,0,87.88,37.86,motorway
38,14,weekday,83.95,577.5,29.427,2026-02-12 14:00:00,3,0,83.95,35.05,motorway
38,15,weekday,74.01,539.8,22.295,2026-02-12 15:00:00,3,0,74.01,30.12,motorway
38,16,weekday,56.93,485.7,13.887,2026-02-12 16:00:00,3,0,56.93,24.39,suburban
38,17,weekday,37.74,402.5,7.858,2026-02-12 17:00:00,3,0,37.74,20.82,suburban
38,18,weekday,29.17,398.5,6.967,2026-02-12 18:00:00,3,0,29.17,23.88,urban
38,19,weekday,36.68,312.5,7.28,2026-02-12 19:00:00,3,0,36.68,19.85,suburban
38,20,weekday,55.58,233.9,13.389,2026-02-12 20:00:00,3,0,55.58,24.09,suburban
38,21,weekday,72.62,212.4,24.012,2026-02-12 21:00:00,3,0,72.62,33.07,motorway
38,22,weekday,80.48,156.0,26.972,2026-02-12 22:00:00,3,0,80.48,33.51,motorway
38,23,weekday,0.0,0.0,0.664,2026-02-12 23:00:00,3,0,0.0,,parked
39,0,weekday,0.0,0.0,0.563,2026-02-13 00:00:00,4,0,0.0,,parked
39,1,weekday,0.0,0.0,0.524,2026-02-13 01:00:00,4,0,0.0,,parked
39,2,weekday,0.0,0.0,0.606,2026-02-13 02:00:00,4,0,0.0,,parked
39,3,weekday,0.0,0.0,0.585,2026-02-13 03:00:00,4,0,0.0,,parked
39,4,weekday,0.0,0.0,0.536,2026-02-13 04:00:00,4,0,0.0,,parked
39,5,weekday,84.75,1101.5,33.99,2026-02-13 05:00:00,4,0,84.75,40.11,motorway
39,6,weekday,73.24,1070.1,22.566,2026-02-13 06:00:00,4,0,73.24,30.81,motorway
39,7,weekday,54.53,1010.3,14.203,2026-02-13 07:00:00,4,0,54.53,26.05,suburban
39,8,weekday,35.65,948.5,6.763,2026-02-13 08:00:00,4,0,35.65,18.97,suburban
39,9,weekday,34.58,897.4,6.043,2026-02-13 09:00:00,4,0,34.58,17.48,suburban
39,10,weekday,56.03,822.1,13.698,2026-02-13 10:00:00,4,0,56.03,24.45,suburban
39,11,weekday,77.09,822.9,25.311,2026-02-13 11:00:00,4,0,77.09,32.83,motorway
39,12,weekday,85.95,728.8,31.919,2026-02-13 12:00:00,4,0,85.95,37.14,motorway
39,13,weekday,85.65,651.7,23.986,2026-02-13 13:00:00,4,0,85.65,28.0,motorway
39,14,weekday,81.32,628.7,24.76,2026-02-13 14:00:00,4,0,81.32,30.45,motorway
39,15,weekday,72.65,523.8,16.763,2026-02-13 15:00:00,4,0,72.65,23.07,motorway
39,16,weekday,56.87,490.6,13.136,2026-02-13 16:00:00,4,0,56.87,23.1,suburban
39,17,weekday,34.71,463.0,5.743,2026-02-13 17:00:00,4,0,34.71,16.55,suburban
39,18,weekday,27.94,348.8,4.242,2026-02-13 18:00:00,4,0,27.94,15.18,urban
39,19,weekday,36.04,314.5,5.897,2026-02-13 19:00:00,4,0,36.04,16.36,suburban
