day,hour,day_type,vehicles,load_kw,timestamp
21,12,weekday,11,50.78,2025-01-22 12:00:00
21,13,weekday,14,72.83,2025-01-22 13:00:00
21,14,weekday,14,65.82,2025-01-22 14:00:00
21,15,weekday,17,72.01,2025-01-22 15:00:00
21,16,weekday,16,61.07,2025-01-22 16:00:00
21,17,weekday,16,94.11,2025-01-22 17:00:00
21,18,weekday,19,95.96,2025-01-22 18:00:00
21,19,weekday,25,116.19,2025-01-22 19:00:00
21,20,weekday,14,73.89,2025-01-22 20:00:00
21,21,weekday,6,23.97,2025-01-22 21:00:00
21,22,weekday,3,16.06,2025-01-22 22:00:00
21,23,weekday,0,3.43,2025-01-22 23:00:00
22,0,holiday,1,8.36,2025-01-23 00:00:00
22,1,holiday,2,12.18,2025-01-23 01:00:00
22,2,holiday,3,20.2,2025-01-23 02:00:00
22,3,holiday,0,7.29,2025-01-23 03:00:00
22,4,holiday,2,17.62,2025-01-23 04:00:00
22,5,holiday,5,25.93,2025-01-23 05:00:00
22,6,holiday,5,28.7,2025-01-23 06:00:00
22,7,holiday,16,88.45,2025-01-23 07:00:00
22,8,holiday,24,123.57,2025-01-23 08:00:00
22,9,holiday,35,203.3,2025-01-23 09:00:00
22,10,holiday,47,200.24,2025-01-23 10:00:00
22,11,holiday,57,256.21,2025-01-23 11:00:00
22,12,holiday,60,265.3,2025-01-23 12:00:00
22,13,holiday,56,300.0,2025-01-23 13:00:00
22,14,holiday,45,189.22,2025-01-23 14:00:00
22,15,holiday,35,176.46,2025-01-23 15:00:00
22,16,holiday,23,107.18,2025-01-23 16:00:00
22,17,holiday,15,91.65,2025-01-23 17:00:00
22,18,holiday,7,30.9,2025-01-23 18:00:00
22,19,holiday,6,23.31,2025-01-23 19:00:00
22,20,holiday,0,2.56,2025-01-23 20:00:00
22,21,holiday,0,2.74,2025-01-23 21:00:00
22,22,holiday,0,3.82,2025-01-23 22:00:00
22,23,holiday,3,15.35,2025-01-23 23:00:00
23,0,weekend,2,10.69,2025-01-24 00:00:00
23,1,weekend,1,10.19,2025-01-24 01:00:00
23,2,weekend,0,6.72,2025-01-24 02:00:00
23,3,weekend,0,6.72,2025-01-24 03:00:00
23,4,weekend,2,14.0,2025-01-24 04:00:00
23,5,weekend,5,21.95,2025-01-24 05:00:00
23,6,weekend,4,23.15,2025-01-24 06:00:00
23,7,weekend,8,56.58,2025-01-24 07:00:00
23,8,weekend,14,82.4,2025-01-24 08:00:00
23,9,weekend,24,111.13,2025-01-24 09:00:00
23,10,weekend,28,107.31,2025-01-24 10:00:00
23,11,weekend,33,136.69,2025-01-24 11:00:00
23,12,weekend,34,162.84,2025-01-24 12:00:00
23,13,weekend,34,148.36,2025-01-24 13:00:00
23,14,weekend,38,152.06,2025-01-24 14:00:00
23,15,weekend,40,179.22,2025-01-24 15:00:00
23,16,weekend,37,176.74,2025-01-24 16:00:00
23,17,weekend,31,151.15,2025-01-24 17:00:00
23,18,weekend,26,100.63,2025-01-24 18:00:00
23,19,weekend,14,93.32,2025-01-24 19:00:00
23,20,weekend,9,47.19,2025-01-24 20:00:00
23,21,weekend,6,26.88,2025-01-24 21:00:00
23,22,weekend,3,14.78,2025-01-24 22:00:00
23,23,weekend,3,13.29,2025-01-24 23:00:00
24,0,weekday,4,20.55,2025-01-25 00:00:00
24,1,weekday,1,8.58,2025-01-25 01:00:00
24,2,weekday,3,16.31,2025-01-25 02:00:00
24,3,weekday,2,13.59,2025-01-25 03:00:00
24,4,weekday,0,7.98,2025-01-25 04:00:00
24,5,weekday,1,12.71,2025-01-25 05:00:00
24,6,weekday,9,39.29,2025-01-25 06:00:00
24,7,weekday,12,48.36,2025-01-25 07:00:00
24,8,weekday,19,91.6,2025-01-25 08:00:00
24,9,weekday,18,83.4,2025-01-25 09:00:00
24,10,weekday,16,97.81,2025-01-25 10:00:00
24,11,weekday,12,77.26,2025-01-25 11:00:00
24,12,weekday,15,60.78,2025-01-25 12:00:00
24,13,weekday,15,64.59,2025-01-25 13:00:00
24,14,weekday,16,58.46,2025-01-25 14:00:00
24,15,weekday,18,70.01,2025-01-25 15:00:00
24,16,weekday,15,61.2,2025-01-25 16:00:00
24,17,weekday,22,140.74,2025-01-25 17:00:00
24,18,weekday,26,128.56,2025-01-25 18:00:00
24,19,weekday,20,100.4,2025-01-25 19:00:00
24,20,weekday,12,46.28,2025-01-25 20:00:00
24,21,weekday,7,33.88,2025-01-25 21:00:00
24,22,weekday,4,19.84,2025-01-25 22:00:00
24,23,weekday,3,12.5,2025-01-25 23:00:00
25,0,weekday,2,13.53,2025-01-26 00:00:00
25,1,weekday,1,9.49,2025-01-26 01:00:00
25,2,weekday,0,6.47,2025-01-26 02:00:00
25,3,weekday,0,5.51,2025-01-26 03:00:00
25,4,weekday,0,7.74,2025-01-26 04:00:00
25,5,weekday,0,7.08,2025-01-26 05:00:00
25,6,weekday,7,30.81,2025-01-26 06:00:00
25,7,weekday,16,89.11,2025-01-26 07:00:00
25,8,weekday,22,130.36,2025-01-26 08:00:00
25,9,weekday,20,112.85,2025-01-26 09:00:00
25,10,weekday,16,100.42,2025-01-26 10:00:00
25,11,weekday,9,38.17,2025-01-26 11:00:00
25,12,weekday,16,68.23,2025-01-26 12:00:00
25,13,weekday,15,59.83,2025-01-26 13:00:00
25,14,weekday,15,81.69,2025-01-26 14:00:00
25,15,weekday,18,73.06,2025-01-26 15:00:00
25,16,weekday,14,63.88,2025-01-26 16:00:00
25,17,weekday,25,106.6,2025-01-26 17:00:00
25,18,weekday,24,112.58,2025-01-26 18:00:00
25,19,weekday,22,107.75,2025-01-26 19:00:00
25,20,weekday,15,73.39,2025-01-26 20:00:00
25,21,weekday,7,30.64,2025-01-26 21:00:00
25,22,weekday,2,12.23,2025-01-26 22:00:00
25,23,weekday,0,4.05,2025-01-26 23:00:00
26,0,weekend,0,5.32,2025-01-27 00:00:00
26,1,weekend,0,4.96,2025-01-27 01:00:00
26,2,weekend,4,20.25,2025-01-27 02:00:00
26,3,weekend,3,14.92,2025-01-27 03:00:00
26,4,weekend,0,7.65,2025-01-27 04:00:00
26,5,weekend,2,12.09,2025-01-27 05:00:00
26,6,weekend,3,17.07,2025-01-27 06:00:00
26,7,weekend,12,76.78,2025-01-27 07:00:00
26,8,weekend,17,94.87,2025-01-27 08:00:00
26,9,weekend,17,85.65,2025-01-27 09:00:00
26,10,weekend,23,127.66,2025-01-27 10:00:00
26,11,weekend,35,153.33,2025-01-27 11:00:00
26,12,weekend,32,146.95,2025-01-27 12:00:00
26,13,weekend,33,149.35,2025-01-27 13:00:00
26,14,weekend,37,142.48,2025-01-27 14:00:00
26,15,weekend,36,148.03,2025-01-27 15:00:00
26,16,weekend,37,167.68,2025-01-27 16:00:00
26,17,weekend,31,164.96,2025-01-27 17:00:00
26,18,weekend,25,161.77,2025-01-27 18:00:00
26,19,weekend,15,85.48,2025-01-27 19:00:00
26,20,weekend,13,84.47,2025-01-27 20:00:00
26,21,weekend,3,18.66,2025-01-27 21:00:00
26,22,weekend,1,7.71,2025-01-27 22:00:00
26,23,weekend,0,3.88,2025-01-27 23:00:00
27,0,holiday,3,17.35,2025-01-28 00:00:00
27,1,holiday,2,13.03,2025-01-28 01:00:00
27,2,holiday,2,15.94,2025-01-28 02:00:00
27,3,holiday,2,16.17,2025-01-28 03:00:00
27,4,holiday,1,10.62,2025-01-28 04:00:00
27,5,holiday,2,14.24,2025-01-28 05:00:00
27,6,holiday,6,21.98,2025-01-28 06:00:00
27,7,holiday,15,74.78,2025-01-28 07:00:00
27,8,holiday,25,114.59,2025-01-28 08:00:00
27,9,holiday,34,147.86,2025-01-28 09:00:00
27,10,holiday,49,239.84,2025-01-28 10:00:00
27,11,holiday,52,200.68,2025-01-28 11:00:00
27,12,holiday,60,300.0,2025-01-28 12:00:00
27,13,holiday,54,177.79,2025-01-28 13:00:00
27,14,holiday,51,245.85,2025-01-28 14:00:00
27,15,holiday,35,141.1,2025-01-28 15:00:00
27,16,holiday,25,126.05,2025-01-28 16:00:00
27,17,holiday,20,98.81,2025-01-28 17:00:00
27,18,holiday,8,33.31,2025-01-28 18:00:00
27,19,holiday,3,16.77,2025-01-28 19:00:00
27,20,holiday,0,2.4,2025-01-28 20:00:00
27,21,holiday,1,7.09,2025-01-28 21:00:00
27,22,holiday,2,9.19,2025-01-28 22:00:00
27,23,holiday,0,3.81,2025-01-28 23:00:00
28,0,weekend,3,14.62,2025-01-29 00:00:00
28,1,weekend,3,17.53,2025-01-29 01:00:00
28,2,weekend,1,12.59,2025-01-29 02:00:00
28,3,weekend,0,6.42,2025-01-29 03:00:00
28,4,weekend,1,9.71,2025-01-29 04:00:00
28,5,weekend,3,17.95,2025-01-29 05:00:00
28,6,weekend,2,15.82,2025-01-29 06:00:00
28,7,weekend,7,35.04,2025-01-29 07:00:00
28,8,weekend,10,47.19,2025-01-29 08:00:00
28,9,weekend,17,96.66,2025-01-29 09:00:00
28,10,weekend,25,130.26,2025-01-29 10:00:00
28,11,weekend,35,155.98,2025-01-29 11:00:00
28,12,weekend,36,160.68,2025-01-29 12:00:00
28,13,weekend,34,177.96,2025-01-29 13:00:00
28,14,weekend,39,176.22,2025-01-29 14:00:00
28,15,weekend,36,153.72,2025-01-29 15:00:00
28,16,weekend,34,101.53,2025-01-29 16:00:00
28,17,weekend,32,123.18,2025-01-29 17:00:00
28,18,weekend,24,105.7,2025-01-29 18:00:00
28,19,weekend,11,56.86,2025-01-29 19:00:00
28,20,weekend,10,64.88,2025-01-29 20:00:00
28,21,weekend,4,19.32,2025-01-29 21:00:00
28,22,weekend,2,11.1,2025-01-29 22:00:00
28,23,weekend,1,7.3,2025-01-29 23:00:00
29,0,weekday,0,5.1,2025-01-30 00:00:00
29,1,weekday,1,9.6,2025-01-30 01:00:00
29,2,weekday,0,5.25,2025-01-30 02:00:00
29,3,weekday,0,5.72,2025-01-30 03:00:00
29,4,weekday,0,7.62,2025-01-30 04:00:00
29,5,weekday,1,10.2,2025-01-30 05:00:00
29,6,weekday,4,24.94,2025-01-30 06:00:00
29,7,weekday,13,69.1,2025-01-30 07:00:00
29,8,weekday,21,145.35,2025-01-30 08:00:00
29,9,weekday,19,81.48,2025-01-30 09:00:00
29,10,weekday,16,100.09,2025-01-30 10:00:00
29,11,weekday,13,59.99,2025-01-30 11:00:00
29,12,weekday,12,51.8,2025-01-30 12:00:00
29,13,weekday,16,82.82,2025-01-30 13:00:00
29,14,weekday,15,63.22,2025-01-30 14:00:00
29,15,weekday,18,76.42,2025-01-30 15:00:00
29,16,weekday,15,60.71,2025-01-30 16:00:00
29,17,weekday,23,108.08,2025-01-30 17:00:00
29,18,weekday,28,129.62,2025-01-30 18:00:00
29,19,weekday,19,100.57,2025-01-30 19:00:00
29,20,weekday,13,85.08,2025-01-30 20:00:00
29,21,weekday,7,28.76,2025-01-30 21:00:00
29,22,weekday,1,8.41,2025-01-30 22:00:00
29,23,weekday,1,7.63,2025-01-30 23:00:00
30,0,weekday,2,12.77,2025-01-31 00:00:00
30,1,weekday,0,5.02,2025-01-31 01:00:00
30,2,weekday,2,13.67,2025-01-31 02:00:00
30,3,weekday,0,6.71,2025-01-31 03:00:00
30,4,weekday,0,6.91,2025-01-31 04:00:00
30,5,weekday,0,6.38,2025-01-31 05:00:00
30,6,weekday,5,26.04,2025-01-31 06:00:00
30,7,weekday,13,73.47,2025-01-31 07:00:00
30,8,weekday,20,110.67,2025-01-31 08:00:00
30,9,weekday,18,85.41,2025-01-31 09:00:00
30,10,weekday,13,73.51,2025-01-31 10:00:00
30,11,weekday,13,66.07,2025-01-31 11:00:00
30,12,weekday,15,73.92,2025-01-31 12:00:00
30,13,weekday,18,81.78,2025-01-31 13:00:00
30,14,weekday,18,73.23,2025-01-31 14:00:00
30,15,weekday,8,31.64,2025-01-31 15:00:00
30,16,weekday,17,64.72,2025-01-31 16:00:00
30,17,weekday,23,127.19,2025-01-31 17:00:00
30,18,weekday,26,120.8,2025-01-31 18:00:00
30,19,weekday,23,137.9,2025-01-31 19:00:00
30,20,weekday,12,65.28,2025-01-31 20:00:00
30,21,weekday,9,31.1,2025-01-31 21:00:00
30,22,weekday,4,13.16,2025-01-31 22:00:00
30,23,weekday,0,3.84,2025-01-31 23:00:00
31,0,weekday,2,12.22,2025-02-01 00:00:00
31,1,weekday,2,10.79,2025-02-01 01:00:00
31,2,weekday,3,15.22,2025-02-01 02:00:00
31,3,weekday,2,14.15,2025-02-01 03:00:00
31,4,weekday,0,9.18,2025-02-01 04:00:00
31,5,weekday,3,16.68,2025-02-01 05:00:00
31,6,weekday,3,19.92,2025-02-01 06:00:00
31,7,weekday,15,71.14,2025-02-01 07:00:00
31,8,weekday,22,103.8,2025-02-01 08:00:00
31,9,weekday,21,176.98,2025-02-01 09:00:00
31,10,weekday,17,96.04,2025-02-01 10:00:00
31,11,weekday,15,81.55,2025-02-01 11:00:00
31,12,weekday,14,71.53,2025-02-01 12:00:00
31,13,weekday,17,74.64,2025-02-01 13:00:00
31,14,weekday,15,63.93,2025-02-01 14:00:00
31,15,weekday,17,92.48,2025-02-01 15:00:00
31,16,weekday,18,71.44,2025-02-01 16:00:00
31,17,weekday,21,124.45,2025-02-01 17:00:00
31,18,weekday,23,95.15,2025-02-01 18:00:00
31,19,weekday,20,116.76,2025-02-01 19:00:00
31,20,weekday,15,77.77,2025-02-01 20:00:00
31,21,weekday,6,31.04,2025-02-01 21:00:00
31,22,weekday,4,12.51,2025-02-01 22:00:00
31,23,weekday,3,12.81,2025-02-01 23:00:00
32,0,weekday,1,8.06,2025-02-02 00:00:00
32,1,weekday,2,16.56,2025-02-02 01:00:00
32,2,weekday,1,8.63,2025-02-02 02:00:00
32,3,weekday,0,5.83,2025-02-02 03:00:00
32,4,weekday,3,15.89,2025-02-02 04:00:00
32,5,weekday,1,12.44,2025-02-02 05:00:00
32,6,weekday,8,32.64,2025-02-02 06:00:00
32,7,weekday,12,69.2,2025-02-02 07:00:00
32,8,weekday,22,109.52,2025-02-02 08:00:00
32,9,weekday,22,122.75,2025-02-02 09:00:00
32,10,weekday,15,73.57,2025-02-02 10:00:00
32,11,weekday,10,43.53,2025-02-02 11:00:00
32,12,weekday,17,67.14,2025-02-02 12:00:00
32,13,weekday,19,61.37,2025-02-02 13:00:00
32,14,weekday,14,46.67,2025-02-02 14:00:00
32,15,weekday,15,59.92,2025-02-02 15:00:00
32,16,weekday,18,79.69,2025-02-02 16:00:00
32,17,weekday,22,102.74,2025-02-02 17:00:00
32,18,weekday,27,171.96,2025-02-02 18:00:00
32,19,weekday,23,114.02,2025-02-02 19:00:00
32,20,weekday,15,66.42,2025-02-02 20:00:00
32,21,weekday,8,44.72,2025-02-02 21:00:00
32,22,weekday,1,7.55,2025-02-02 22:00:00
32,23,weekday,0,3.4,2025-02-02 23:00:00
33,0,holiday,3,16.23,2025-02-03 00:00:00
33,1,holiday,0,5.66,2025-02-03 01:00:00
33,2,holiday,1,9.73,2025-02-03 02:00:00
33,3,holiday,2,11.19,2025-02-03 03:00:00
33,4,holiday,5,22.96,2025-02-03 04:00:00
33,5,holiday,5,25.42,2025-02-03 05:00:00
33,6,holiday,8,32.1,2025-02-03 06:00:00
33,7,holiday,13,61.33,2025-02-03 07:00:00
33,8,holiday,24,130.61,2025-02-03 08:00:00
33,9,holiday,39,198.62,2025-02-03 09:00:00
33,10,holiday,49,263.13,2025-02-03 10:00:00
33,11,holiday,58,220.67,2025-02-03 11:00:00
33,12,holiday,60,250.39,2025-02-03 12:00:00
33,13,holiday,56,246.47,2025-02-03 13:00:00
33,14,holiday,50,230.83,2025-02-03 14:00:00
33,15,holiday,33,157.54,2025-02-03 15:00:00
33,16,holiday,24,96.87,2025-02-03 16:00:00
33,17,holiday,16,94.36,2025-02-03 17:00:00
33,18,holiday,12,54.47,2025-02-03 18:00:00
33,19,holiday,5,26.18,2025-02-03 19:00:00
33,20,holiday,1,6.62,2025-02-03 20:00:00
33,21,holiday,0,3.38,2025-02-03 21:00:00
33,22,holiday,0,3.38,2025-02-03 22:00:00
33,23,holiday,0,4.4,2025-02-03 23:00:00
34,0,weekend,0,4.4,2025-02-04 00:00:00
34,1,weekend,0,4.63,2025-02-04 01:00:00
34,2,weekend,0,7.32,2025-02-04 02:00:00
34,3,weekend,0,7.98,2025-02-04 03:00:00
34,4,weekend,0,8.24,2025-02-04 04:00:00
34,5,weekend,1,8.71,2025-02-04 05:00:00
34,6,weekend,0,8.4,2025-02-04 06:00:00
34,7,weekend,9,54.58,2025-02-04 07:00:00
34,8,weekend,12,65.28,2025-02-04 08:00:00
34,9,weekend,20,105.59,2025-02-04 09:00:00
34,10,weekend,24,135.44,2025-02-04 10:00:00
34,11,weekend,34,152.64,2025-02-04 11:00:00
34,12,weekend,32,137.9,2025-02-04 12:00:00
34,13,weekend,32,131.58,2025-02-04 13:00:00
34,14,weekend,36,134.21,2025-02-04 14:00:00
34,15,weekend,36,163.8,2025-02-04 15:00:00
34,16,weekend,32,177.2,2025-02-04 16:00:00
34,17,weekend,27,167.68,2025-02-04 17:00:00
34,18,weekend,24,122.89,2025-02-04 18:00:00
34,19,weekend,15,101.81,2025-02-04 19:00:00
34,20,weekend,9,42.32,2025-02-04 20:00:00
34,21,weekend,2,10.46,2025-02-04 21:00:00
34,22,weekend,0,3.44,2025-02-04 22:00:00
34,23,weekend,1,7.13,2025-02-04 23:00:00
35,0,weekday,6,28.22,2025-02-05 00:00:00
35,1,weekday,3,20.02,2025-02-05 01:00:00
35,2,weekday,1,10.05,2025-02-05 02:00:00
35,3,weekday,3,17.21,2025-02-05 03:00:00
35,4,weekday,0,6.87,2025-02-05 04:00:00
35,5,weekday,1,11.12,2025-02-05 05:00:00
35,6,weekday,5,28.19,2025-02-05 06:00:00
35,7,weekday,8,47.12,2025-02-05 07:00:00
35,8,weekday,22,87.76,2025-02-05 08:00:00
35,9,weekday,22,95.61,2025-02-05 09:00:00
35,10,weekday,15,74.56,2025-02-05 10:00:00
35,11,weekday,8,48.3,2025-02-05 11:00:00
35,12,weekday,15,60.53,2025-02-05 12:00:00
35,13,weekday,16,80.77,2025-02-05 13:00:00
35,14,weekday,14,66.14,2025-02-05 14:00:00
35,15,weekday,18,90.77,2025-02-05 15:00:00
35,16,weekday,18,91.16,2025-02-05 16:00:00
35,17,weekday,20,122.82,2025-02-05 17:00:00
35,18,weekday,23,116.6,2025-02-05 18:00:00
35,19,weekday,22,118.09,2025-02-05 19:00:00
35,20,weekday,17,96.85,2025-02-05 20:00:00
35,21,weekday,9,39.21,2025-02-05 21:00:00
35,22,weekday,6,21.66,2025-02-05 22:00:00
35,23,weekday,0,3.83,2025-02-05 23:00:00
36,0,weekday,2,9.95,2025-02-06 00:00:00
36,1,weekday,1,8.81,2025-02-06 01:00:00
36,2,weekday,3,18.83,2025-02-06 02:00:00
36,3,weekday,2,12.74,2025-02-06 03:00:00
36,4,weekday,1,9.19,2025-02-06 04:00:00
36,5,weekday,3,16.37,2025-02-06 05:00:00
36,6,weekday,3,15.63,2025-02-06 06:00:00
36,7,weekday,14,89.15,2025-02-06 07:00:00
36,8,weekday,21,105.42,2025-02-06 08:00:00
36,9,weekday,24,121.73,2025-02-06 09:00:00
36,10,weekday,15,79.0,2025-02-06 10:00:00
36,11,weekday,13,62.41,2025-02-06 11:00:00
36,12,weekday,15,62.72,2025-02-06 12:00:00
36,13,weekday,17,72.49,2025-02-06 13:00:00
36,14,weekday,18,77.26,2025-02-06 14:00:00
36,15,weekday,16,65.33,2025-02-06 15:00:00
36,16,weekday,20,64.34,2025-02-06 16:00:00
36,17,weekday,23,114.86,2025-02-06 17:00:00
36,18,weekday,26,156.36,2025-02-06 18:00:00
36,19,weekday,25,142.2,2025-02-06 19:00:00
36,20,weekday,17,120.42,2025-02-06 20:00:00
36,21,weekday,6,23.56,2025-02-06 21:00:00
36,22,weekday,4,17.25,2025-02-06 22:00:00
36,23,weekday,2,10.52,2025-02-06 23:00:00
37,0,holiday,2,11.64,2025-02-07 00:00:00
37,1,holiday,1,9.26,2025-02-07 01:00:00
37,2,holiday,0,8.03,2025-02-07 02:00:00
37,3,holiday,1,12.68,2025-02-07 03:00:00
37,4,holiday,0,8.72,2025-02-07 04:00:00
37,5,holiday,7,30.03,2025-02-07 05:00:00
37,6,holiday,12,46.15,2025-02-07 06:00:00
37,7,holiday,15,101.67,2025-02-07 07:00:00
37,8,holiday,25,137.95,2025-02-07 08:00:00
37,9,holiday,37,149.18,2025-02-07 09:00:00
37,10,holiday,48,234.8,2025-02-07 10:00:00
37,11,holiday,56,300.0,2025-02-07 11:00:00
37,12,holiday,59,247.47,2025-02-07 12:00:00
37,13,holiday,55,217.23,2025-02-07 13:00:00
37,14,holiday,45,217.59,2025-02-07 14:00:00
37,15,holiday,34,144.49,2025-02-07 15:00:00
37,16,holiday,25,114.12,2025-02-07 16:00:00
37,17,holiday,15,72.26,2025-02-07 17:00:00
37,18,holiday,7,34.17,2025-02-07 18:00:00
37,19,holiday,0,2.03,2025-02-07 19:00:00
37,20,holiday,1,7.25,2025-02-07 20:00:00
37,21,holiday,2,10.96,2025-02-07 21:00:00
37,22,holiday,0,3.3,2025-02-07 22:00:00
37,23,holiday,0,3.57,2025-02-07 23:00:00
38,0,weekend,0,5.53,2025-02-08 00:00:00
38,1,weekend,0,5.67,2025-02-08 01:00:00
38,2,weekend,3,17.74,2025-02-08 02:00:00
38,3,weekend,0,7.14,2025-02-08 03:00:00
38,4,weekend,0,6.83,2025-02-08 04:00:00
38,5,weekend,1,10.32,2025-02-08 05:00:00
38,6,weekend,1,11.51,2025-02-08 06:00:00
38,7,weekend,10,67.52,2025-02-08 07:00:00
38,8,weekend,12,81.96,2025-02-08 08:00:00
38,9,weekend,20,91.79,2025-02-08 09:00:00
38,10,weekend,30,93.52,2025-02-08 10:00:00
38,11,weekend,28,134.04,2025-02-08 11:00:00
38,12,weekend,33,145.94,2025-02-08 12:00:00
38,13,weekend,31,134.43,2025-02-08 13:00:00
38,14,weekend,37,136.63,2025-02-08 14:00:00
38,15,weekend,43,177.99,2025-02-08 15:00:00
38,16,weekend,32,130.79,2025-02-08 16:00:00
38,17,weekend,32,150.65,2025-02-08 17:00:00
38,18,weekend,22,111.31,2025-02-08 18:00:00
38,19,weekend,15,77.57,2025-02-08 19:00:00
38,20,weekend,9,46.95,2025-02-08 20:00:00
38,21,weekend,2,12.47,2025-02-08 21:00:00
38,22,weekend,2,10.47,2025-02-08 22:00:00
38,23,weekend,2,10.18,2025-02-08 23:00:00
39,0,weekday,2,10.63,2025-02-09 00:00:00
39,1,weekday,0,6.63,2025-02-09 01:00:00
39,2,weekday,0,4.87,2025-02-09 02:00:00
39,3,weekday,0,6.34,2025-02-09 03:00:00
39,4,weekday,0,7.86,2025-02-09 04:00:00
39,5,weekday,1,8.0,2025-02-09 05:00:00
39,6,weekday,4,15.11,2025-02-09 06:00:00
39,7,weekday,11,70.68,2025-02-09 07:00:00
39,8,weekday,19,107.3,2025-02-09 08:00:00
39,9,weekday,16,94.42,2025-02-09 09:00:00
39,10,weekday,17,88.64,2025-02-09 10:00:00
39,11,weekday,16,73.83,2025-02-09 11:00:00
39,12,weekday,14,57.5,2025-02-09 12:00:00
39,13,weekday,16,68.6,2025-02-09 13:00:00
39,14,weekday,15,57.3,2025-02-09 14:00:00
39,15,weekday,18,78.34,2025-02-09 15:00:00
39,16,weekday,16,79.92,2025-02-09 16:00:00
39,17,weekday,26,140.73,2025-02-09 17:00:00
39,18,weekday,24,122.84,2025-02-09 18:00:00
39,19,weekday,22,109.54,2025-02-09 19:00:00
39,20,weekday,14,72.78,2025-02-09 20:00:00
39,21,weekday,8,45.73,2025-02-09 21:00:00
39,22,weekday,4,15.14,2025-02-09 22:00:00
39,23,weekday,3,18.25,2025-02-09 23:00:00
40,0,holiday,0,4.93,2025-02-10 00:00:00
40,1,holiday,0,4.91,2025-02-10 01:00:00
40,2,holiday,0,5.65,2025-02-10 02:00:00
40,3,holiday,1,11.22,2025-02-10 03:00:00
40,4,holiday,0,9.49,2025-02-10 04:00:00
40,5,holiday,3,21.01,2025-02-10 05:00:00
40,6,holiday,9,42.66,2025-02-10 06:00:00
40,7,holiday,16,79.63,2025-02-10 07:00:00
40,8,holiday,21,96.32,2025-02-10 08:00:00
40,9,holiday,37,195.27,2025-02-10 09:00:00
40,10,holiday,47,208.94,2025-02-10 10:00:00
40,11,holiday,52,275.28,2025-02-10 11:00:00
40,12,holiday,59,234.68,2025-02-10 12:00:00
40,13,holiday,53,198.55,2025-02-10 13:00:00
40,14,holiday,48,181.89,2025-02-10 14:00:00
40,15,holiday,37,194.74,2025-02-10 15:00:00
40,16,holiday,28,124.61,2025-02-10 16:00:00
40,17,holiday,16,90.26,2025-02-10 17:00:00
40,18,holiday,8,34.26,2025-02-10 18:00:00
40,19,holiday,3,15.87,2025-02-10 19:00:00
40,20,holiday,2,11.12,2025-02-10 20:00:00
40,21,holiday,2,11.84,2025-02-10 21:00:00
40,22,holiday,0,3.55,2025-02-10 22:00:00
40,23,holiday,0,4.1,2025-02-10 23:00:00
41,0,weekend,2,12.51,2025-02-11 00:00:00
41,1,weekend,0,6.7,2025-02-11 01:00:00
41,2,weekend,0,6.04,2025-02-11 02:00:00
41,3,weekend,3,10.73,2025-02-11 03:00:00
41,4,weekend,0,8.69,2025-02-11 04:00:00
41,5,weekend,0,8.99,2025-02-11 05:00:00
41,6,weekend,0,8.18,2025-02-11 06:00:00
41,7,weekend,8,46.46,2025-02-11 07:00:00
41,8,weekend,8,47.97,2025-02-11 08:00:00
41,9,weekend,18,102.78,2025-02-11 09:00:00
41,10,weekend,26,122.3,2025-02-11 10:00:00
41,11,weekend,31,145.28,2025-02-11 11:00:00
41,12,weekend,32,154.08,2025-02-11 12:00:00
41,13,weekend,31,141.07,2025-02-11 13:00:00
41,14,weekend,37,145.7,2025-02-11 14:00:00
41,15,weekend,36,136.29,2025-02-11 15:00:00
41,16,weekend,40,147.85,2025-02-11 16:00:00
41,17,weekend,32,139.75,2025-02-11 17:00:00
41,18,weekend,25,122.29,2025-02-11 18:00:00
41,19,weekend,15,70.64,2025-02-11 19:00:00
41,20,weekend,12,64.18,2025-02-11 20:00:00
41,21,weekend,5,26.08,2025-02-11 21:00:00
41,22,weekend,2,10.47,2025-02-11 22:00:00
41,23,weekend,4,20.42,2025-02-11 23:00:00
42,0,weekday,1,8.63,2025-02-12 00:00:00
42,1,weekday,3,16.5,2025-02-12 01:00:00
42,2,weekday,2,16.94,2025-02-12 02:00:00
42,3,weekday,0,5.61,2025-02-12 03:00:00
42,4,weekday,0,8.97,2025-02-12 04:00:00
42,5,weekday,0,6.78,2025-02-12 05:00:00
42,6,weekday,7,31.78,2025-02-12 06:00:00
42,7,weekday,12,83.72,2025-02-12 07:00:00
42,8,weekday,21,94.09,2025-02-12 08:00:00
42,9,weekday,19,97.91,2025-02-12 09:00:00
42,10,weekday,15,93.74,2025-02-12 10:00:00
42,11,weekday,12,51.23,2025-02-12 11:00:00
42,12,weekday,12,54.3,2025-02-12 12:00:00
42,13,weekday,15,63.29,2025-02-12 13:00:00
42,14,weekday,16,64.87,2025-02-12 14:00:00
42,15,weekday,15,65.16,2025-02-12 15:00:00
42,16,weekday,16,76.1,2025-02-12 16:00:00
42,17,weekday,21,109.01,2025-02-12 17:00:00
42,18,weekday,20,91.92,2025-02-12 18:00:00
42,19,weekday,23,125.63,2025-02-12 19:00:00
42,20,weekday,13,77.61,2025-02-12 20:00:00
42,21,weekday,7,33.25,2025-02-12 21:00:00
42,22,weekday,4,12.83,2025-02-12 22:00:00
42,23,weekday,0,3.83,2025-02-12 23:00:00
43,0,weekday,0,4.38,2025-02-13 00:00:00
